Last_Name,First_Name,Division,Country,BIB,Overall_Place,Time,Seconds,Year,Gender,Marathon
,,35-39,USA,,,02:18:27,8307.0,2019,M,Berlin
,,18-29,GRC,,,02:18:37,8317.0,2019,M,Berlin
,,18-29,DEU,,,02:18:42,8322.0,2019,M,Berlin
,,40-44,MEX,,,02:18:53,8333.0,2019,M,Berlin
,,30-34,IRL,,,02:19:06,8346.0,2019,M,Berlin
,,35-39,USA,,,02:19:35,8375.0,2019,M,Berlin
,,30-34,MNG,,,02:19:39,8379.0,2019,M,Berlin
,,18-29,CHN,,,02:19:46,8386.0,2019,M,Berlin
,,30-34,FIN,,,02:19:51,8391.0,2019,M,Berlin
,,30-34,JOR,,,02:20:08,8408.0,2019,M,Berlin
,,30-34,ISR,,,02:20:14,8414.0,2019,M,Berlin
,,40-44,NOR,,,02:20:15,8415.0,2019,M,Berlin
,,35-39,SWE,,,02:20:17,8417.0,2019,M,Berlin
,,18-29,DEU,,,02:20:18,8418.0,2019,M,Berlin
,,18-29,DEU,,,02:20:29,8429.0,2019,M,Berlin
,,35-39,LTU,,,02:20:29,8429.0,2019,M,Berlin
,,18-29,NOR,,,02:20:50,8450.0,2019,M,Berlin
,,18-29,BEL,,,02:20:51,8451.0,2019,M,Berlin
,,30-34,NOR,,,02:21:09,8469.0,2019,M,Berlin
,,30-34,ZMB,,,02:21:17,8477.0,2019,M,Berlin
,,30-34,FRA,,,02:21:29,8489.0,2019,M,Berlin
,,30-34,FRA,,,02:21:31,8491.0,2019,M,Berlin
,,30-34,NOR,,,02:21:31,8491.0,2019,M,Berlin
,,18-29,KOR,,,02:21:48,8508.0,2019,M,Berlin
,,18-29,SWE,,,02:22:02,8522.0,2019,M,Berlin
,,18-29,USA,,,02:22:03,8523.0,2019,M,Berlin
,,30-34,USA,,,02:22:03,8523.0,2019,M,Berlin
,,35-39,IRL,,,02:22:05,8525.0,2019,M,Berlin
,,40-44,ESP,,,02:22:10,8530.0,2019,M,Berlin
,,18-29,SWE,,,02:22:12,8532.0,2019,M,Berlin
,,40-44,GBR,,,02:22:21,8541.0,2019,M,Berlin
,,18-29,JPN,,,02:22:25,8545.0,2019,M,Berlin
,,35-39,USA,,,02:22:30,8550.0,2019,M,Berlin
,,30-34,KOR,,,02:22:40,8560.0,2019,M,Berlin
,,40-44,ESP,,,02:23:02,8582.0,2019,M,Berlin
,,30-34,NLD,,,02:23:56,8636.0,2019,M,Berlin
,,30-34,USA,,,02:24:23,8663.0,2019,M,Berlin
,,18-29,CHN,,,02:24:25,8665.0,2019,M,Berlin
,,18-29,USA,,,02:24:31,8671.0,2019,M,Berlin
,,35-39,IRL,,,02:24:32,8672.0,2019,M,Berlin
,,35-39,KEN,,,02:01:09,7269.0,2022,M,Berlin
,,30-34,KEN,,,02:05:58,7558.0,2022,M,Berlin
,,18-29,ETH,,,02:06:28,7588.0,2022,M,Berlin
,,18-29,ETH,,,02:06:40,7600.0,2022,M,Berlin
,,18-29,KEN,,,02:06:49,7609.0,2022,M,Berlin
,,30-34,ETH,,,02:07:07,7627.0,2022,M,Berlin
,,18-29,JPN,,,02:07:14,7634.0,2022,M,Berlin
,,18-29,JPN,,,02:07:50,7670.0,2022,M,Berlin
,,18-29,JPN,,,02:07:56,7676.0,2022,M,Berlin
,,30-34,KEN,,,02:08:01,7681.0,2022,M,Berlin
,,30-34,DEU,,,02:09:06,7746.0,2022,M,Berlin
,,18-29,JPN,,,02:09:40,7780.0,2022,M,Berlin
,,18-29,JPN,,,02:10:18,7818.0,2022,M,Berlin
,,18-29,JPN,,,02:10:27,7827.0,2022,M,Berlin
,,18-29,JPN,,,02:10:29,7829.0,2022,M,Berlin
,,18-29,CHN,,,02:11:18,7878.0,2022,M,Berlin
,,18-29,JPN,,,02:11:39,7899.0,2022,M,Berlin
,,18-29,JPN,,,02:11:41,7901.0,2022,M,Berlin
,,30-34,MNG,,,02:12:00,7920.0,2022,M,Berlin
,,30-34,ERI,,,02:12:12,7932.0,2022,M,Berlin
,,35-39,AUT,,,02:12:16,7936.0,2022,M,Berlin
,,30-34,ROU,,,02:13:39,8019.0,2022,M,Berlin
,,30-34,DEU,,,02:13:41,8021.0,2022,M,Berlin
,,18-29,DEU,,,02:14:02,8042.0,2022,M,Berlin
,,18-29,JPN,,,02:14:09,8049.0,2022,M,Berlin
,,30-34,GRC,,,02:14:15,8055.0,2022,M,Berlin
,,30-34,DEU,,,02:14:18,8058.0,2022,M,Berlin
,,18-29,CHN,,,02:14:47,8087.0,2022,M,Berlin
,,18-29,KEN,,,02:15:04,8104.0,2022,M,Berlin
,,18-29,CHN,,,02:15:17,8117.0,2022,M,Berlin
,,18-29,JPN,,,02:15:22,8122.0,2022,M,Berlin
,,35-39,USA,,,02:15:33,8133.0,2022,M,Berlin
,,18-29,JPN,,,02:15:43,8143.0,2022,M,Berlin
,,30-34,USA,,,02:16:02,8162.0,2022,M,Berlin
,,35-39,BEL,,,02:16:05,8165.0,2022,M,Berlin
,,35-39,NOR,,,02:16:05,8165.0,2022,M,Berlin
,,18-29,KEN,,,02:16:33,8193.0,2022,M,Berlin
,,30-34,IRL,,,02:17:06,8226.0,2022,M,Berlin
,,35-39,USA,,,02:17:20,8240.0,2022,M,Berlin
,,30-34,SWE,,,02:17:50,8270.0,2022,M,Berlin
,,18-29,USA,,,02:17:55,8275.0,2022,M,Berlin
,,18-29,JPN,,,02:17:57,8277.0,2022,M,Berlin
,,30-34,KEN,,,02:18:20,8300.0,2022,M,Berlin
,,18-29,MEX,,,02:18:36,8316.0,2022,M,Berlin
,,30-34,JOR,,,02:18:43,8323.0,2022,M,Berlin
,,30-34,NLD,,,02:19:10,8350.0,2022,M,Berlin
,,30-34,USA,,,02:19:16,8356.0,2022,M,Berlin
,,30-34,MNG,,,02:19:55,8395.0,2022,M,Berlin
,,30-34,ZAF,,,02:20:08,8408.0,2022,M,Berlin
,,18-29,JPN,,,02:20:13,8413.0,2022,M,Berlin
,,35-39,SWE,,,02:20:24,8424.0,2022,M,Berlin
,,35-39,MEX,,,02:20:48,8448.0,2022,M,Berlin
,,18-29,USA,,,02:20:58,8458.0,2022,M,Berlin
,,35-39,CAN,,,02:21:47,8507.0,2022,M,Berlin
,,30-34,JPN,,,02:21:48,8508.0,2022,M,Berlin
,,40-44,ESP,,,02:21:50,8510.0,2022,M,Berlin
,,35-39,USA,,,02:21:50,8510.0,2022,M,Berlin
,,35-39,DEU,,,02:21:55,8515.0,2022,M,Berlin
,,35-39,NLD,,,02:22:16,8536.0,2022,M,Berlin
,,30-34,JPN,,,02:22:28,8548.0,2022,M,Berlin
,,30-34,CHE,,,02:22:32,8552.0,2022,M,Berlin
,,40-44,ITA,,,02:22:36,8556.0,2022,M,Berlin
,,18-29,DNK,,,02:22:44,8564.0,2022,M,Berlin
,,18-29,USA,,,02:22:45,8565.0,2022,M,Berlin
,,35-39,DEU,,,02:23:20,8600.0,2022,M,Berlin
,,35-39,GBR,,,02:23:21,8601.0,2022,M,Berlin
,,18-29,DEU,,,02:23:58,8638.0,2022,M,Berlin
,,18-29,GBR,,,02:24:06,8646.0,2022,M,Berlin
,,30-34,USA,,,02:24:14,8654.0,2022,M,Berlin
,,40-44,CRI,,,02:24:25,8665.0,2022,M,Berlin
,,18-29,GBR,,,02:24:26,8666.0,2022,M,Berlin
,,35-39,GRC,,,02:24:33,8673.0,2022,M,Berlin
,,35-39,AUS,,,02:24:37,8677.0,2022,M,Berlin
,,40-44,ITA,,,02:24:42,8682.0,2022,M,Berlin
,,30-34,NLD,,,02:24:59,8699.0,2022,M,Berlin
,,30-34,BRA,,,02:25:08,8708.0,2022,M,Berlin
,,30-34,NOR,,,02:25:11,8711.0,2022,M,Berlin
,,30-34,USA,,,02:25:27,8727.0,2022,M,Berlin
,,30-34,IRL,,,02:25:28,8728.0,2022,M,Berlin
,,18-29,MEX,,,02:25:34,8734.0,2022,M,Berlin
,,35-39,USA,,,02:25:35,8735.0,2022,M,Berlin
,,30-34,DEU,,,02:25:44,8744.0,2022,M,Berlin
,,40-44,CAN,,,02:25:45,8745.0,2022,M,Berlin
,,30-34,CHE,,,02:25:57,8757.0,2022,M,Berlin
,,30-34,USA,,,02:26:00,8760.0,2022,M,Berlin
,,30-34,DEU,,,02:26:05,8765.0,2022,M,Berlin
,,35-39,CHE,,,02:26:07,8767.0,2022,M,Berlin
,,30-34,NLD,,,02:26:36,8796.0,2022,M,Berlin
,,35-39,AUT,,,02:26:37,8797.0,2022,M,Berlin
,,35-39,USA,,,02:26:42,8802.0,2022,M,Berlin
,,30-34,MEX,,,02:26:42,8802.0,2022,M,Berlin
,,18-29,IRN,,,02:26:47,8807.0,2022,M,Berlin
,,30-34,FRA,,,02:26:50,8810.0,2022,M,Berlin
,,30-34,BEL,,,02:26:59,8819.0,2022,M,Berlin
,,35-39,ESP,,,02:27:05,8825.0,2022,M,Berlin
,,45-49,IRL,,,02:27:07,8827.0,2022,M,Berlin
,,40-44,SWE,,,02:27:09,8829.0,2022,M,Berlin
,,35-39,GBR,,,02:27:11,8831.0,2022,M,Berlin
,,18-29,BFA,,,02:27:15,8835.0,2022,M,Berlin
,,30-34,NOR,,,02:27:16,8836.0,2022,M,Berlin
,,30-34,ETH,,,02:05:45,7545.0,2021,M,Berlin
,,18-29,KEN,,,02:06:14,7574.0,2021,M,Berlin
,,35-39,ETH,,,02:06:47,7607.0,2021,M,Berlin
,,18-29,ETH,,,02:08:24,7704.0,2021,M,Berlin
,,30-34,KEN,,,02:08:45,7725.0,2021,M,Berlin
,,18-29,KEN,,,02:09:29,7769.0,2021,M,Berlin
,,35-39,ERI,,,02:10:37,7837.0,2021,M,Berlin
,,18-29,KEN,,,02:10:50,7850.0,2021,M,Berlin
,,18-29,JPN,,,02:11:47,7907.0,2021,M,Berlin
,,18-29,KEN,,,02:12:25,7945.0,2021,M,Berlin
,,18-29,ETH,,,02:12:35,7955.0,2021,M,Berlin
,,18-29,ISR,,,02:13:23,8003.0,2021,M,Berlin
,,30-34,ERI,,,02:13:47,8027.0,2021,M,Berlin
,,18-29,JPN,,,02:14:11,8051.0,2021,M,Berlin
,,30-34,JPN,,,02:14:18,8058.0,2021,M,Berlin
,,30-34,DEU,,,02:15:01,8101.0,2021,M,Berlin
,,30-34,ISR,,,02:16:13,8173.0,2021,M,Berlin
,,40-44,NOR,,,02:17:17,8237.0,2021,M,Berlin
,,18-29,MNG,,,02:18:28,8308.0,2021,M,Berlin
,,30-34,DEU,,,02:18:50,8330.0,2021,M,Berlin
,,30-34,GBR,,,02:18:55,8335.0,2021,M,Berlin
,,35-39,IRL,,,02:19:35,8375.0,2021,M,Berlin
,,18-29,BEL,,,02:21:01,8461.0,2021,M,Berlin
,,18-29,GBR,,,02:22:41,8561.0,2021,M,Berlin
,,18-29,ETH,,,02:22:41,8561.0,2021,M,Berlin
,,18-29,DEU,,,02:23:26,8606.0,2021,M,Berlin
,,18-29,NOR,,,02:23:27,8607.0,2021,M,Berlin
,,18-29,KEN,,,02:24:38,8678.0,2021,M,Berlin
,,30-34,DEU,,,02:24:44,8684.0,2021,M,Berlin
,,30-34,POL,,,02:24:49,8689.0,2021,M,Berlin
,,18-29,ERI,,,02:24:53,8693.0,2021,M,Berlin
,,35-39,GBR,,,02:25:01,8701.0,2021,M,Berlin
,,30-34,DEU,,,02:25:11,8711.0,2021,M,Berlin
,,40-44,DOM,,,02:25:17,8717.0,2021,M,Berlin
,,30-34,USA,,,02:25:25,8725.0,2021,M,Berlin
,,40-44,FRA,,,02:25:39,8739.0,2021,M,Berlin
,,40-44,IRL,,,02:25:47,8747.0,2021,M,Berlin
,,40-44,RUS,,,02:25:51,8751.0,2021,M,Berlin
,,45-49,SWE,,,02:26:28,8788.0,2021,M,Berlin
,,30-34,BEL,,,02:26:38,8798.0,2021,M,Berlin
,,35-39,POL,,,02:26:41,8801.0,2021,M,Berlin
,,35-39,ITA,,,02:26:43,8803.0,2021,M,Berlin
,,18-29,USA,,,02:26:57,8817.0,2021,M,Berlin
,,30-34,USA,,,02:27:16,8836.0,2021,M,Berlin
,,30-34,NLD,,,02:27:17,8837.0,2021,M,Berlin
,,35-39,POL,,,02:27:19,8839.0,2021,M,Berlin
,,40-44,POL,,,02:27:43,8863.0,2021,M,Berlin
,,18-29,DEU,,,02:27:47,8867.0,2021,M,Berlin
,,35-39,SWE,,,02:27:56,8876.0,2021,M,Berlin
,,18-29,NOR,,,02:28:05,8885.0,2021,M,Berlin
,,35-39,GBR,,,02:28:11,8891.0,2021,M,Berlin
,,30-34,GBR,,,02:28:15,8895.0,2021,M,Berlin
,,40-44,DEU,,,02:28:26,8906.0,2021,M,Berlin
,,35-39,FIN,,,02:28:38,8918.0,2021,M,Berlin
,,35-39,DEU,,,02:28:43,8923.0,2021,M,Berlin
,,35-39,SWE,,,02:28:47,8927.0,2021,M,Berlin
,,18-29,FRA,,,02:28:54,8934.0,2021,M,Berlin
,,35-39,DEU,,,02:28:59,8939.0,2021,M,Berlin
,,30-34,FRA,,,02:29:10,8950.0,2021,M,Berlin
,,40-44,COL,,,02:29:12,8952.0,2021,M,Berlin
,,30-34,DEU,,,02:29:12,8952.0,2021,M,Berlin
,,35-39,SWE,,,02:29:25,8965.0,2021,M,Berlin
,,30-34,NOR,,,02:29:47,8987.0,2021,M,Berlin
,,30-34,GBR,,,02:29:48,8988.0,2021,M,Berlin
,,30-34,FIN,,,02:29:49,8989.0,2021,M,Berlin
,,45-49,ESP,,,02:29:52,8992.0,2021,M,Berlin
,,35-39,DEU,,,02:29:52,8992.0,2021,M,Berlin
,,35-39,IRL,,,02:30:02,9002.0,2021,M,Berlin
,,30-34,EGY,,,02:30:03,9003.0,2021,M,Berlin
,,40-44,GBR,,,02:30:06,9006.0,2021,M,Berlin
,,35-39,POL,,,02:30:22,9022.0,2021,M,Berlin
,,30-34,USA,,,02:30:29,9029.0,2021,M,Berlin
,,45-49,DNK,,,02:30:36,9036.0,2021,M,Berlin
,,18-29,GBR,,,02:30:44,9044.0,2021,M,Berlin
,,40-44,GBR,,,02:31:15,9075.0,2021,M,Berlin
,,30-34,DEU,,,02:31:25,9085.0,2021,M,Berlin
,,45-49,ESP,,,02:31:28,9088.0,2021,M,Berlin
,,35-39,GBR,,,02:31:43,9103.0,2021,M,Berlin
,,45-49,FRA,,,02:31:59,9119.0,2021,M,Berlin
,,45-49,IRL,,,02:32:01,9121.0,2021,M,Berlin
,,45-49,DNK,,,02:32:05,9125.0,2021,M,Berlin
,,40-44,USA,,,02:32:07,9127.0,2021,M,Berlin
,,35-39,ESP,,,02:32:09,9129.0,2021,M,Berlin
,,18-29,DEU,,,02:32:10,9130.0,2021,M,Berlin
,,30-34,ESP,,,02:32:14,9134.0,2021,M,Berlin
,,30-34,ESP,,,02:32:15,9135.0,2021,M,Berlin
,,35-39,VEN,,,02:32:16,9136.0,2021,M,Berlin
,,35-39,ITA,,,02:32:19,9139.0,2021,M,Berlin
,,30-34,FRA,,,02:32:19,9139.0,2021,M,Berlin
,,30-34,POL,,,02:32:43,9163.0,2021,M,Berlin
,,30-34,GBR,,,02:32:50,9170.0,2021,M,Berlin
,,45-49,DNK,,,02:32:51,9171.0,2021,M,Berlin
,,40-44,LTU,,,02:32:52,9172.0,2021,M,Berlin
,,30-34,BEL,,,02:33:02,9182.0,2021,M,Berlin
,,30-34,GBR,,,02:33:05,9185.0,2021,M,Berlin
,,30-34,MEX,,,02:33:07,9187.0,2021,M,Berlin
,,30-34,IRL,,,02:33:14,9194.0,2021,M,Berlin
,,45-49,FRA,,,02:33:22,9202.0,2021,M,Berlin
,,50-54,ITA,,,02:33:29,9209.0,2021,M,Berlin
,,40-44,ESP,,,02:33:38,9218.0,2021,M,Berlin
,,18-29,ETH,,,02:11:53,7913.0,2023,F,Berlin
,,30-34,KEN,,,02:17:49,8269.0,2023,F,Berlin
,,18-29,TZA,,,02:18:41,8321.0,2023,F,Berlin
,,18-29,ETH,,,02:19:07,8347.0,2023,F,Berlin
,,18-29,ETH,,,02:19:21,8361.0,2023,F,Berlin
,,18-29,ETH,,,02:19:24,8364.0,2023,F,Berlin
,,30-34,ETH,,,02:19:40,8380.0,2023,F,Berlin
,,18-29,ETH,,,02:19:44,8384.0,2023,F,Berlin
,,30-34,GBR,,,02:22:17,8537.0,2023,F,Berlin
,,18-29,ETH,,,02:23:01,8581.0,2023,F,Berlin
,,35-39,JPN,,,02:23:08,8588.0,2023,F,Berlin
,,30-34,ROU,,,02:23:25,8605.0,2023,F,Berlin
,,40-44,CAN,,,02:23:30,8610.0,2023,F,Berlin
,,30-34,DEU,,,02:23:47,8627.0,2023,F,Berlin
,,30-34,CHE,,,02:25:27,8727.0,2023,F,Berlin
,,30-34,COL,,,02:25:35,8735.0,2023,F,Berlin
,,18-29,USA,,,02:27:02,8822.0,2023,F,Berlin
,,18-29,USA,,,02:27:08,8828.0,2023,F,Berlin
,,18-29,DEU,,,02:27:35,8855.0,2023,F,Berlin
,,18-29,UKR,,,02:28:59,8939.0,2023,F,Berlin
,,18-29,USA,,,02:29:00,8940.0,2023,F,Berlin
,,30-34,FRA,,,02:29:01,8941.0,2023,F,Berlin
,,30-34,UZB,,,02:29:28,8968.0,2023,F,Berlin
,,30-34,DEU,,,02:29:38,8978.0,2023,F,Berlin
,,30-34,GBR,,,02:30:54,9054.0,2023,F,Berlin
,,30-34,DEU,,,02:31:08,9068.0,2023,F,Berlin
,,30-34,DEU,,,02:31:33,9093.0,2023,F,Berlin
,,18-29,CHN,,,02:32:15,9135.0,2023,F,Berlin
,,30-34,DEU,,,02:32:40,9160.0,2023,F,Berlin
,,35-39,FRA,,,02:32:43,9163.0,2023,F,Berlin
,,30-34,USA,,,02:32:48,9168.0,2023,F,Berlin
,,35-39,AUS,,,02:33:19,9199.0,2023,F,Berlin
,,30-34,FRA,,,02:33:26,9206.0,2023,F,Berlin
,,40-44,AUS,,,02:34:29,9269.0,2023,F,Berlin
,,18-29,GBR,,,02:35:42,9342.0,2023,F,Berlin
,,30-34,DEU,,,02:36:17,9377.0,2023,F,Berlin
,,18-29,USA,,,02:36:23,9383.0,2023,F,Berlin
,,35-39,USA,,,02:37:07,9427.0,2023,F,Berlin
,,30-34,POL,,,02:37:27,9447.0,2023,F,Berlin
,,18-29,GBR,,,02:37:48,9468.0,2023,F,Berlin
,,30-34,USA,,,02:38:44,9524.0,2023,F,Berlin
,,45-49,NLD,,,02:39:02,9542.0,2023,F,Berlin
,,40-44,POL,,,02:39:10,9550.0,2023,F,Berlin
,,35-39,USA,,,02:39:14,9554.0,2023,F,Berlin
,,18-29,DEU,,,02:39:26,9566.0,2023,F,Berlin
,,30-34,CHE,,,02:40:04,9604.0,2023,F,Berlin
,,30-34,NLD,,,02:40:31,9631.0,2023,F,Berlin
,,30-34,IRL,,,02:40:56,9656.0,2023,F,Berlin
,,30-34,NOR,,,02:40:59,9659.0,2023,F,Berlin
,,18-29,AUS,,,02:41:07,9667.0,2023,F,Berlin
,,30-34,USA,,,02:41:08,9668.0,2023,F,Berlin
,,35-39,EST,,,02:41:19,9679.0,2023,F,Berlin
,,35-39,SWE,,,02:41:22,9682.0,2023,F,Berlin
,,30-34,AUS,,,02:41:29,9689.0,2023,F,Berlin
,,18-29,DEU,,,02:41:35,9695.0,2023,F,Berlin
,,30-34,FRA,,,02:41:35,9695.0,2023,F,Berlin
,,40-44,ECU,,,02:41:49,9709.0,2023,F,Berlin
,,18-29,USA,,,02:42:01,9721.0,2023,F,Berlin
,,35-39,GBR,,,02:42:04,9724.0,2023,F,Berlin
,,18-29,USA,,,02:42:30,9750.0,2023,F,Berlin
,,30-34,USA,,,02:42:31,9751.0,2023,F,Berlin
,,35-39,FRA,,,02:42:43,9763.0,2023,F,Berlin
,,30-34,GBR,,,02:43:14,9794.0,2023,F,Berlin
,,35-39,GBR,,,02:43:25,9805.0,2023,F,Berlin
,,18-29,USA,,,02:43:28,9808.0,2023,F,Berlin
,,30-34,DEU,,,02:44:04,9844.0,2023,F,Berlin
,,18-29,USA,,,02:45:02,9902.0,2023,F,Berlin
,,30-34,ESP,,,02:45:07,9907.0,2023,F,Berlin
,,45-49,NLD,,,02:45:07,9907.0,2023,F,Berlin
,,35-39,IRL,,,02:45:10,9910.0,2023,F,Berlin
,,35-39,ZAF,,,02:45:29,9929.0,2023,F,Berlin
,,30-34,DEU,,,02:45:36,9936.0,2023,F,Berlin
,,30-34,DEU,,,02:45:48,9948.0,2023,F,Berlin
,,18-29,DEU,,,02:46:13,9973.0,2023,F,Berlin
,,35-39,AUS,,,02:46:31,9991.0,2023,F,Berlin
,,45-49,AUT,,,02:46:40,10000.0,2023,F,Berlin
,,30-34,USA,,,02:46:44,10004.0,2023,F,Berlin
,,35-39,GBR,,,02:47:04,10024.0,2023,F,Berlin
,,30-34,USA,,,02:47:15,10035.0,2023,F,Berlin
,,55-59,GBR,,,02:47:19,10039.0,2023,F,Berlin
,,18-29,DZA,,,02:47:26,10046.0,2023,F,Berlin
,,18-29,DEU,,,02:47:34,10054.0,2023,F,Berlin
,,40-44,NOR,,,02:47:38,10058.0,2023,F,Berlin
,,18-29,USA,,,02:47:47,10067.0,2023,F,Berlin
,,30-34,BRA,,,02:48:04,10084.0,2023,F,Berlin
,,30-34,GBR,,,02:48:08,10088.0,2023,F,Berlin
,,30-34,USA,,,02:48:10,10090.0,2023,F,Berlin
,,35-39,USA,,,02:48:16,10096.0,2023,F,Berlin
,,30-34,CAN,,,02:48:19,10099.0,2023,F,Berlin
,,35-39,FRA,,,02:48:36,10116.0,2023,F,Berlin
,,40-44,LBN,,,02:48:37,10117.0,2023,F,Berlin
,,35-39,USA,,,02:48:38,10118.0,2023,F,Berlin
,,30-34,FRA,,,02:48:55,10135.0,2023,F,Berlin
,,30-34,RUS,,,02:48:56,10136.0,2023,F,Berlin
,,30-34,DEU,,,02:49:06,10146.0,2023,F,Berlin
,,18-29,USA,,,02:49:24,10164.0,2023,F,Berlin
,,18-29,USA,,,02:49:42,10182.0,2023,F,Berlin
,,18-29,USA,,,02:49:46,10186.0,2023,F,Berlin
,,30-34,NLD,,,02:49:47,10187.0,2023,F,Berlin
,,40-44,DEU,,,02:49:48,10188.0,2023,F,Berlin
,,30-34,,,,02:20:18,8418.0,2014,F,Berlin
,,18-29,,,,02:20:27,8427.0,2014,F,Berlin
,,30-34,,,,02:21:14,8474.0,2014,F,Berlin
,,18-29,,,,02:23:02,8582.0,2014,F,Berlin
,,18-29,,,,02:25:02,8702.0,2014,F,Berlin
,,30-34,,,,02:26:25,8785.0,2014,F,Berlin
,,18-29,,,,02:26:44,8804.0,2014,F,Berlin
,,18-29,,,,02:26:48,8808.0,2014,F,Berlin
,,30-34,,,,02:29:27,8967.0,2014,F,Berlin
,,30-34,,,,02:38:05,9485.0,2014,F,Berlin
,,30-34,,,,02:41:21,9681.0,2014,F,Berlin
,,18-29,,,,02:42:19,9739.0,2014,F,Berlin
,,30-34,,,,02:43:36,9816.0,2014,F,Berlin
,,35-39,,,,02:46:38,9998.0,2014,F,Berlin
,,35-39,,,,02:49:46,10186.0,2014,F,Berlin
,,35-39,,,,02:50:12,10212.0,2014,F,Berlin
,,18-29,,,,02:50:54,10254.0,2014,F,Berlin
,,18-29,,,,02:51:29,10289.0,2014,F,Berlin
,,50-54,,,,02:51:47,10307.0,2014,F,Berlin
,,30-34,,,,02:52:00,10320.0,2014,F,Berlin
,,40-44,,,,02:52:57,10377.0,2014,F,Berlin
,,40-44,,,,02:53:15,10395.0,2014,F,Berlin
,,35-39,,,,02:53:29,10409.0,2014,F,Berlin
,,18-29,,,,02:53:31,10411.0,2014,F,Berlin
,,35-39,,,,02:53:59,10439.0,2014,F,Berlin
,,35-39,,,,02:54:14,10454.0,2014,F,Berlin
,,40-44,,,,02:54:31,10471.0,2014,F,Berlin
,,40-44,,,,02:54:41,10481.0,2014,F,Berlin
,,18-29,,,,02:54:45,10485.0,2014,F,Berlin
,,35-39,,,,02:55:36,10536.0,2014,F,Berlin
,,35-39,,,,02:56:26,10586.0,2014,F,Berlin
,,45-49,,,,02:56:27,10587.0,2014,F,Berlin
,,40-44,,,,02:57:15,10635.0,2014,F,Berlin
,,40-44,,,,02:57:25,10645.0,2014,F,Berlin
,,45-49,,,,02:57:28,10648.0,2014,F,Berlin
,,18-29,,,,02:57:40,10660.0,2014,F,Berlin
,,30-34,,,,02:58:16,10696.0,2014,F,Berlin
,,40-44,,,,02:58:26,10706.0,2014,F,Berlin
,,40-44,,,,02:58:35,10715.0,2014,F,Berlin
,,45-49,,,,02:58:52,10732.0,2014,F,Berlin
,,35-39,,,,02:58:56,10736.0,2014,F,Berlin
,,18-29,,,,02:59:17,10757.0,2014,F,Berlin
,,18-29,,,,02:59:24,10764.0,2014,F,Berlin
,,35-39,,,,02:59:26,10766.0,2014,F,Berlin
,,18-29,,,,03:00:01,10801.0,2014,F,Berlin
,,35-39,,,,03:00:22,10822.0,2014,F,Berlin
,,18-29,,,,03:00:53,10853.0,2014,F,Berlin
,,30-34,,,,03:01:11,10871.0,2014,F,Berlin
,,35-39,,,,03:01:49,10909.0,2014,F,Berlin
,,35-39,,,,03:02:37,10957.0,2014,F,Berlin
,,30-34,,,,03:03:13,10993.0,2014,F,Berlin
,,40-44,,,,03:03:37,11017.0,2014,F,Berlin
,,45-49,,,,03:03:44,11024.0,2014,F,Berlin
,,18-29,,,,03:03:48,11028.0,2014,F,Berlin
,,35-39,,,,03:03:55,11035.0,2014,F,Berlin
,,45-49,,,,03:03:57,11037.0,2014,F,Berlin
,,45-49,,,,03:04:06,11046.0,2014,F,Berlin
,,45-49,,,,03:04:32,11072.0,2014,F,Berlin
,,40-44,,,,03:04:45,11085.0,2014,F,Berlin
,,40-44,,,,03:05:06,11106.0,2014,F,Berlin
,,18-29,,,,03:05:25,11125.0,2014,F,Berlin
,,40-44,,,,03:05:44,11144.0,2014,F,Berlin
,,45-49,,,,03:05:55,11155.0,2014,F,Berlin
,,30-34,,,,03:05:56,11156.0,2014,F,Berlin
,,35-39,,,,03:06:09,11169.0,2014,F,Berlin
,,35-39,,,,03:06:11,11171.0,2014,F,Berlin
,,30-34,,,,03:06:19,11179.0,2014,F,Berlin
,,35-39,,,,03:07:04,11224.0,2014,F,Berlin
,,30-34,,,,03:07:08,11228.0,2014,F,Berlin
,,45-49,,,,03:07:09,11229.0,2014,F,Berlin
,,18-29,,,,03:07:21,11241.0,2014,F,Berlin
,,18-29,,,,03:07:24,11244.0,2014,F,Berlin
,,18-29,,,,03:07:31,11251.0,2014,F,Berlin
,,55-59,,,,03:07:40,11260.0,2014,F,Berlin
,,18-29,,,,03:07:52,11272.0,2014,F,Berlin
,,18-29,,,,03:07:59,11279.0,2014,F,Berlin
,,30-34,,,,03:08:06,11286.0,2014,F,Berlin
,,35-39,,,,03:08:13,11293.0,2014,F,Berlin
,,40-44,,,,03:08:14,11294.0,2014,F,Berlin
,,35-39,,,,03:08:40,11320.0,2014,F,Berlin
,,45-49,,,,03:08:41,11321.0,2014,F,Berlin
,,40-44,,,,03:08:45,11325.0,2014,F,Berlin
,,35-39,,,,03:08:48,11328.0,2014,F,Berlin
,,30-34,,,,03:08:49,11329.0,2014,F,Berlin
,,45-49,,,,03:09:09,11349.0,2014,F,Berlin
,,35-39,,,,03:09:13,11353.0,2014,F,Berlin
,,18-29,,,,03:09:16,11356.0,2014,F,Berlin
,,35-39,,,,03:09:19,11359.0,2014,F,Berlin
,,18-29,,,,03:09:21,11361.0,2014,F,Berlin
,,35-39,,,,03:09:26,11366.0,2014,F,Berlin
,,30-34,,,,03:09:47,11387.0,2014,F,Berlin
,,40-44,,,,03:09:48,11388.0,2014,F,Berlin
