Overall Place,Gender Place,Category Place,Club,Runner Number,Gender,Category,Event,Half Time,Finish Time,Year,Last Name,First Name,Country,Total Seconds,Half Seconds,Name
1622,68,,,,F,F18-39,,,2:51:09,2023,houghton,belinda,Great Britain,10269.0,,belinda houghton
1629,69,,,,F,F18-39,,,2:51:12,2023,thomas,laura,Great Britain,10272.0,,laura thomas
1640,70,,,,F,F18-39,,,2:51:20,2023,parker,cordelia,Great Britain,10280.0,,cordelia parker
1652,71,,,,F,F18-39,,,2:51:28,2023,tyers,jess,Great Britain,10288.0,,jess tyers
1662,72,,,,F,F18-39,,,2:51:35,2023,brenchley,caroline,Great Britain,10295.0,,caroline brenchley
1673,73,,,,F,F18-39,,,2:51:41,2023,hammett,claire,Great Britain,10301.0,,claire hammett
1682,75,,,,F,F50-54,,,2:51:43,2023,rockliffe,jacqueline,Great Britain,10303.0,,jacqueline rockliffe
1679,74,,,,F,F18-39,,,2:51:43,2023,kelly,alice,Great Britain,10303.0,,alice kelly
1687,76,,,,F,F18-39,,,2:51:47,2023,nel,kelly,South Africa,10307.0,,kelly nel
1720,77,,,,F,F18-39,,,2:52:02,2023,chapman,tyler,Canada,10322.0,,tyler chapman
1727,78,,,,F,F18-39,,,2:52:06,2023,strum,meaghan,Canada,10326.0,,meaghan strum
1742,79,,,,F,F18-39,,,2:52:13,2023,renfer,molly,Switzerland,10333.0,,molly renfer
1748,80,,,,F,F18-39,,,2:52:15,2023,dawes,rhian,Great Britain,10335.0,,rhian dawes
1757,81,,,,F,F18-39,,,2:52:20,2023,robbins,emily,Great Britain,10340.0,,emily robbins
1760,82,,,,F,F18-39,,,2:52:22,2023,vine,juliet,Great Britain,10342.0,,juliet vine
1768,83,,,,F,F18-39,,,2:52:27,2023,gibson,melissah,Great Britain,10347.0,,melissah gibson
1781,84,,,,F,F18-39,,,2:52:33,2023,hillier-moses,gemma,Great Britain,10353.0,,gemma hillier-moses
1783,85,,,,F,F18-39,,,2:52:33,2023,bond,emma,Great Britain,10353.0,,emma bond
1818,86,,,,F,F18-39,,,2:52:48,2023,baverstock,ellie,Great Britain,10368.0,,ellie baverstock
1826,87,,,,F,F40-44,,,2:52:51,2023,beever,margaret,Great Britain,10371.0,,margaret beever
1852,88,,,,F,F45-49,,,2:53:06,2023,flaherty,sarah,Great Britain,10386.0,,sarah flaherty
1860,89,,,,F,F18-39,,,2:53:10,2023,masilioniene,neringa,Lithuania,10390.0,,neringa masilioniene
1866,90,,,,F,F40-44,,,2:53:14,2023,ebbs,laura,Great Britain,10394.0,,laura ebbs
1881,91,,,,F,F18-39,,,2:53:19,2023,warren,elle,Great Britain,10399.0,,elle warren
1887,92,,,,F,F45-49,,,2:53:23,2023,ratcliffe,victoria,Great Britain,10403.0,,victoria ratcliffe
1902,93,,,,F,F18-39,,,2:53:31,2023,burns,natalie,Great Britain,10411.0,,natalie burns
1904,94,,,,F,F18-39,,,2:53:32,2023,french,mollie,Great Britain,10412.0,,mollie french
1930,95,,,,F,F18-39,,,2:53:48,2023,gunning,sophie,Great Britain,10428.0,,sophie gunning
1964,96,,,,F,F18-39,,,2:54:08,2023,king,katie,Great Britain,10448.0,,katie king
1967,97,,,,F,F18-39,,,2:54:09,2023,trahair-williams,sarah,Great Britain,10449.0,,sarah trahair-williams
1976,99,,,,F,F18-39,,,2:54:13,2023,vulpen,kaili van,Canada,10453.0,,kaili van vulpen
1971,98,,,,F,F40-44,,,2:54:13,2023,cowell-jones,zoe,Great Britain,10453.0,,zoe cowell-jones
1987,100,,,,F,F18-39,,,2:54:20,2023,sogo,laura,Spain,10460.0,,laura sogo
