Overall Place,Gender Place,Category Place,Club,Runner Number,Gender,Category,Event,Half Time,Finish Time,Year,Last Name,First Name,Country,Total Seconds,Half Seconds,Name
13,13,10.0,–,944,M,18-39,Mass,1:10:29,02:23:39,2021,garrod,ollie,GBR,8619.0,,
14,14,11.0,–,27127,M,18-39,Mass,1:09:16,02:23:55,2021,arens,johannes,GER,8635.0,,
15,15,12.0,–,1366,M,18-39,Mass,1:09:50,02:24:03,2021,aldridge,liam,GBR,8643.0,,
16,16,13.0,–,1045,M,18-39,Mass,1:09:51,02:24:14,2021,ollington,richard,GBR,8654.0,,
17,17,14.0,Bracknell AC,1395,M,18-39,Mass,1:11:05,02:24:14,2021,kevern,neil,GBR,8654.0,,
18,18,15.0,–,1298,M,18-39,Mass,1:11:51,02:24:20,2021,bovingdon,ed,GBR,8660.0,,
19,19,16.0,–,1205,M,18-39,Mass,1:12:44,02:24:39,2021,woodward,anthony,GBR,8679.0,,
20,20,17.0,–,837,M,18-39,Mass,1:12:11,02:24:49,2021,sutherland,matthew,GBR,8689.0,,
21,21,18.0,–,1152,M,18-39,Mass,1:11:53,02:24:53,2021,blaiklock,jack,GBR,8693.0,,
22,22,19.0,Holme Pierrepont RC,1693,M,18-39,Mass,1:12:01,02:24:56,2021,bagley,daniel,GBR,8696.0,,
23,23,20.0,–,923,M,18-39,Mass,1:11:00,02:25:04,2021,archer,dave,GBR,8704.0,,
24,24,21.0,–,1640,M,18-39,Mass,1:12:11,02:25:14,2021,sandison,charlie,GBR,8714.0,,
26,26,4.0,–,1476,M,40-44,Mass,1:12:41,02:25:32,2021,de mata,javier,ESP,8732.0,,
27,27,23.0,–,1592,M,18-39,Mass,1:11:04,02:25:34,2021,ruddy,craig,GBR,8734.0,,
28,28,24.0,–,1435,M,18-39,Mass,1:11:22,02:25:35,2021,waddington,michael,GBR,8735.0,,
29,29,25.0,–,1378,M,18-39,Mass,1:12:22,02:25:54,2021,watson,milan,GBR,8754.0,,
30,30,26.0,Bournemouth AC,1310,M,18-39,Mass,1:12:35,02:25:56,2021,spencer,robert,GBR,8756.0,,
31,31,5.0,–,910,M,40-44,Mass,1:11:05,02:25:56,2021,molyneux,paul,GBR,8756.0,,
32,32,27.0,–,48705,M,18-39,Mass,1:12:22,02:26:06,2021,rungger,hannes,ITA,8766.0,,
33,33,28.0,–,874,M,18-39,Mass,1:12:40,02:26:06,2021,blake,stephen,GBR,8766.0,,
34,34,29.0,–,1359,M,18-39,Mass,1:12:59,02:26:12,2021,barry,nicholas,GBR,8772.0,,
35,35,1.0,–,56890,M,45-49,Mass,1:12:40,02:26:26,2021,haynes,stuart,GBR,8786.0,,
36,36,2.0,–,57262,M,45-49,Mass,1:12:31,02:26:27,2021,mukhamedzarifov,farid,RUS,8787.0,,
37,37,30.0,–,1669,M,18-39,Mass,1:12:43,02:26:33,2021,williams,chris,GBR,8793.0,,
38,38,31.0,–,1317,M,18-39,Mass,1:11:05,02:26:36,2021,robinson,peter,GBR,8796.0,,
39,39,32.0,–,1528,M,18-39,Mass,1:13:45,02:26:39,2021,leaman,ben,GBR,8799.0,,
40,40,33.0,–,1161,M,18-39,Mass,1:12:50,02:26:39,2021,scott,rob,GBR,8799.0,,
41,41,34.0,–,1016,M,18-39,Mass,1:12:23,02:26:43,2021,hoad,james,GBR,8803.0,,
42,42,35.0,–,1213,M,18-39,Mass,1:12:51,02:26:51,2021,jackson,stephen,GBR,8811.0,,
43,43,3.0,–,1007,M,45-49,Mass,1:13:01,02:26:59,2021,shearer,ben,GBR,8819.0,,
44,44,36.0,–,1477,M,18-39,Mass,1:13:24,02:27:01,2021,seddon,dale,GBR,8821.0,,
45,45,6.0,–,1347,M,40-44,Mass,1:12:19,02:27:32,2021,hudson,david,GBR,8852.0,,
46,46,7.0,–,938,M,40-44,Mass,1:12:45,02:27:35,2021,clark,anthony,GBR,8855.0,,
47,47,8.0,–,57137,M,40-44,Mass,1:08:54,02:27:50,2021,harwardt,valentin,GER,8870.0,,
48,48,37.0,–,1656,M,18-39,Mass,1:11:44,02:28:06,2021,hegarty,gary,GBR,8886.0,,
49,49,38.0,–,1316,M,18-39,Mass,1:14:09,02:28:06,2021,hartley,joe,GBR,8886.0,,
50,50,39.0,–,893,M,18-39,Mass,1:12:10,02:28:13,2021,greenleaf,andrew,GBR,8893.0,,
51,51,40.0,–,50287,M,18-39,Mass,1:13:32,02:28:13,2021,schenk,luis,ITA,8893.0,,
52,52,4.0,–,1122,M,45-49,Mass,1:12:11,02:28:14,2021,greenwood,christopher,GBR,8894.0,,
53,53,41.0,–,905,M,18-39,Mass,1:12:39,02:28:15,2021,wilson,robert,GBR,8895.0,,
54,54,42.0,–,24364,M,18-39,Mass,1:12:41,02:28:20,2021,bromley,jack,GBR,8900.0,,
55,55,43.0,Mile High,24038,M,18-39,Mass,1:13:51,02:28:22,2021,stephenson,jamie,GBR,8902.0,,
56,56,44.0,–,1312,M,18-39,Mass,1:12:32,02:28:27,2021,heron,ben,GBR,8907.0,,
57,57,45.0,–,1241,M,18-39,Mass,1:11:12,02:28:27,2021,rock,danny,GBR,8907.0,,
58,58,9.0,–,1627,M,40-44,Mass,1:12:46,02:28:27,2021,tucker,peter,GBR,8907.0,,
59,59,46.0,–,1428,M,18-39,Mass,1:13:02,02:28:30,2021,almond,thomas,GBR,8910.0,,
60,60,47.0,–,1376,M,18-39,Mass,1:12:47,02:28:31,2021,wastvedt,bjorn,USA,8911.0,,
61,61,10.0,–,1002,M,40-44,Mass,1:12:41,02:28:33,2021,michaelson-yeates,rob,GBR,8913.0,,
62,62,48.0,Victoria Park & Tower Hamlets,1442,M,18-39,Mass,1:14:22,02:28:36,2021,payne,john,GBR,8916.0,,
63,63,5.0,–,57006,M,45-49,Mass,1:13:23,02:28:37,2021,van ongeval,tom,BEL,8917.0,,
64,64,49.0,–,1207,M,18-39,Mass,1:13:13,02:28:40,2021,darby,alan,GBR,8920.0,,
65,65,50.0,–,1350,M,18-39,Mass,1:12:40,02:28:42,2021,davidson,aran,GBR,8922.0,,
66,66,51.0,–,971,M,18-39,Mass,1:14:49,02:28:50,2021,xenos,christoforos,GRE,8930.0,,
67,67,52.0,–,1520,M,18-39,Mass,1:14:36,02:28:53,2021,bakke,morten,NOR,8933.0,,
68,68,11.0,–,53869,M,40-44,Mass,1:14:30,02:29:00,2021,angus,mark,RSA,8940.0,,
69,69,1.0,–,950,M,50-54,Mass,1:12:03,02:29:01,2021,walton,jonathan,GBR,8941.0,,
70,70,12.0,–,1433,M,40-44,Mass,1:12:56,02:29:03,2021,brooks,donald,GBR,8943.0,,
71,71,53.0,–,1292,M,18-39,Mass,1:14:10,02:29:04,2021,griffin,derek,IRL,8944.0,,
34.0,21.0,18.0,Cardiff AC,1.0,M,18-39,Elite,1:08:56,02:29:12,2021,nash,dan,GBR,8952.0,4136.0,
72,72,13.0,–,25548,M,40-44,Mass,1:14:00,02:29:18,2021,kinsella,john,IRL,8958.0,,
73,73,54.0,–,1536,M,18-39,Mass,1:11:11,02:29:19,2021,kruger,matthew,USA,8959.0,,
74,74,55.0,Southville Running Club,25865,M,18-39,Mass,1:13:34,02:29:19,2021,dickson-bell,arthur,GBR,8959.0,,
75,75,14.0,–,1114,M,40-44,Mass,1:12:47,02:29:19,2021,renshaw,ben,GBR,8959.0,,
76,76,56.0,–,842,M,18-39,Mass,1:14:23,02:29:36,2021,ramsier,alix,GBR,8976.0,,
77,77,57.0,–,1211,M,18-39,Mass,1:12:22,02:29:39,2021,soszka,marcin,POL,8979.0,,
78,78,58.0,–,1118,M,18-39,Mass,1:14:04,02:29:45,2021,lupton,harry,IRL,8985.0,,
79,79,59.0,–,980,M,18-39,Mass,1:12:42,02:29:52,2021,mackrell,peter,GBR,8992.0,,
80,80,6.0,–,1597,M,45-49,Mass,1:14:11,02:29:53,2021,sharp,john,GBR,8993.0,,
81,81,2.0,–,56919,M,50-54,Mass,1:12:59,02:29:54,2021,rideout,ken,USA,8994.0,,
1.0,1.0,,–,,M,–,Elite,1:02:14,02:04:39,2022,kipruto,amos,KEN,7479.0,3734.0,
2.0,2.0,,–,,M,–,Elite,1:02:14,02:05:12,2022,gebresilase,leul,ETH,7512.0,3734.0,
3.0,3.0,,–,,M,–,Elite,1:02:14,02:05:19,2022,abdi,bashir,BEL,7519.0,3734.0,
4.0,4.0,,–,,M,–,Elite,1:02:14,02:05:27,2022,atanaw,kinde,ETH,7527.0,3734.0,
5.0,5.0,,–,,M,–,Elite,1:02:14,02:05:53,2022,bekele,kenenisa,ETH,7553.0,3734.0,
6.0,6.0,,–,,M,–,Elite,1:02:14,02:06:11,2022,legese,birhanu,ETH,7571.0,3734.0,
7.0,7.0,,–,,M,–,Elite,1:02:15,02:07:26,2022,lemma,sisay,ETH,7646.0,3735.0,
8.0,8.0,,–,3.0,M,–,Elite,1:04:27,02:09:52,2022,robinson,brett,AUS,7792.0,3867.0,
9.0,9.0,,Shettleston,4.0,M,–,Elite,1:04:27,02:11:57,2022,ghebresilasie,weynay,GBR,7917.0,3867.0,
10.0,10.0,,Leeds,7.0,M,–,Elite,1:04:52,02:12:10,2022,sesemann,philip,GBR,7930.0,3892.0,
11.0,11.0,,–,2.0,M,–,Elite,1:04:53,02:14:18,2022,futaoka,kohei,JPN,8058.0,3893.0,
12.0,12.0,,Kent AC,0.0,M,–,Elite,1:06:07,02:14:32,2022,braden,ross,GBR,8072.0,3967.0,
13.0,13.0,,–,0.0,M,–,Elite,1:05:11,02:15:05,2022,okamoto,naoki,JPN,8105.0,3911.0,
15.0,14.0,,Bedford & County,9.0,M,–,Elite,1:06:07,02:17:28,2022,leach,matthew,GBR,8248.0,3967.0,
16.0,15.0,,Clapham Chaser,5.0,M,–,Elite,1:07:45,02:17:35,2022,bowker,nick,GBR,8255.0,4065.0,
17.0,16.0,,Victoria Park & Tower Hamlets,3.0,M,–,Elite,1:07:45,02:17:58,2022,lawrence,alexander,GBR,8278.0,4065.0,
1,1,1.0,Woodford Green AC with Essex Ladies,1252,M,18-39,Mass,1:08:47,02:18:35,2022,frith,thomas,GBR,8315.0,,
2,2,2.0,Poole Runners,1259,M,18-39,Mass,1:09:32,02:18:51,2022,hogan,sean,GBR,8331.0,,
3,3,3.0,Aldershot Farnham & District,1251,M,18-39,Mass,1:07:41,02:20:33,2022,morwood,joe,GBR,8433.0,,
4,4,4.0,Moray Road Runners,1262,M,18-39,Mass,1:08:47,02:20:40,2022,wilson,kenny,GBR,8440.0,,
5,5,1.0,South London Harriers,1261,M,40-44,Mass,1:08:47,02:21:07,2022,laybourne,gary,GBR,8467.0,,
6,6,5.0,Fulham Running Club,1253,M,18-39,Mass,1:08:49,02:21:16,2022,sandison,charlie,GBR,8476.0,,
7,7,6.0,Rugby & Northampton AC,1255,M,18-39,Mass,1:09:53,02:21:32,2022,jones,dominic,GBR,8492.0,,
25.0,17.0,,–,2.0,M,–,Elite,1:08:02,02:21:39,2022,mccann,andrew,USA,8499.0,4082.0,
8,8,7.0,Thames Hare & Hounds,1268,M,18-39,Mass,1:07:56,02:22:29,2022,roddy,patrick,GBR,8549.0,,
27.0,18.0,,–,1.0,M,–,Elite,1:04:53,02:22:45,2022,aiba,naoki,JPN,8565.0,3893.0,
9,9,8.0,Colchester & Tendring AC,1260,M,18-39,Mass,1:09:03,02:22:59,2022,gladley,alex,GBR,8579.0,,
10,10,9.0,New Marske Harriers Club,1254,M,18-39,Mass,1:08:49,02:23:13,2022,gamble-thompson,lewis,GBR,8593.0,,
11,11,10.0,Oxford University AC,10325,M,18-39,Mass,1:09:56,02:23:22,2022,morrow,joe,GBR,8602.0,,
12,12,11.0,Notts AC,1265,M,18-39,Mass,1:11:30,02:23:48,2022,bagley,daniel,GBR,8628.0,,
13,13,2.0,Kent AC,1258,M,40-44,Mass,1:10:10,02:23:51,2022,bentley,russell,GBR,8631.0,,
14,14,12.0,Aldershot Farnham & District,1299,M,18-39,Mass,1:11:57,02:23:56,2022,blake,stephen,GBR,8636.0,,
15,15,13.0,Bracknell AC,1280,M,18-39,Mass,1:11:04,02:24:45,2022,kevern,neil,GBR,8685.0,,
16,16,14.0,Bournemouth AC,1270,M,18-39,Mass,1:10:10,02:24:48,2022,mctaggart,robert,GBR,8688.0,,
17,17,1.0,Woodbridge Shufflers RC,1305,M,45-49,Mass,1:11:59,02:24:57,2022,haynes,stuart,GBR,8697.0,,
18,18,3.0,Springfield Striders RC,1274,M,40-44,Mass,1:11:57,02:25:01,2022,molyneux,paul,GBR,8701.0,,
19,19,15.0,Thames Hare & Hounds,1272,M,18-39,Mass,1:11:59,02:25:02,2022,hoad,james,GBR,8702.0,,
20,20,16.0,–,8512,M,18-39,Mass,1:17:37,02:25:05,2022,frère,mehdi,FRA,8705.0,,
21,21,4.0,London Heathside,1306,M,40-44,Mass,1:11:59,02:25:11,2022,aldred,tom,GBR,8711.0,,
28.0,19.0,,–,6.0,M,–,Elite,1:04:53,02:25:17,2022,erenjia,jia,CHN,8717.0,3893.0,
22,22,17.0,Ware Joggers,1279,M,18-39,Mass,1:10:09,02:25:25,2022,waddington,michael,GBR,8725.0,,
23,23,1.0,–,621,M,50-54,Mass,1:11:51,02:25:38,2022,van ongeval,tom,BEL,8738.0,,
24,24,18.0,South London Harriers,1264,M,18-39,Mass,1:08:56,02:25:38,2022,garrod,ollie,GBR,8738.0,,
25,25,19.0,Central Park Athletics,1278,M,18-39,Mass,1:12:10,02:25:45,2022,teece,joshua,GBR,8745.0,,
26,26,20.0,–,6063,M,18-39,Mass,1:12:27,02:25:57,2022,pool,kevin,USA,8757.0,,
27,27,21.0,Thames Hare & Hounds,1325,M,18-39,Mass,1:11:11,02:26:05,2022,lane,harry,GBR,8765.0,,
28,28,22.0,Long Eaton Running Club,1298,M,18-39,Mass,1:11:59,02:26:14,2022,crawford,simon,GBR,8774.0,,
29,29,23.0,–,8508,M,18-39,Mass,1:11:45,02:26:26,2022,holmström,oscar,FIN,8786.0,,
30,30,24.0,–,2778,M,18-39,Mass,1:13:52,02:26:48,2022,de los reyes velasco,daniel,ESP,8808.0,,
31,31,25.0,–,9178,M,18-39,Mass,1:10:50,02:26:50,2022,baez,lucas,ARG,8810.0,,
32,32,5.0,AthleticsNI Unattached,1384,M,40-44,Mass,1:13:50,02:27:10,2022,king,gareth,GBR,8830.0,,
33,33,2.0,–,4153,M,45-49,Mass,1:12:08,02:27:15,2022,zioini,badre,FRA,8835.0,,
34,34,6.0,Tring RC,1398,M,40-44,Mass,1:13:43,02:27:19,2022,innocenti,mark,GBR,8839.0,,
35,35,26.0,Ealing Southall & Middlesex AC,1271,M,18-39,Mass,1:12:33,02:27:23,2022,mason,chris,GBR,8843.0,,
36,36,27.0,Armagh AC,10100,M,18-39,Mass,1:14:03,02:27:28,2022,fox,michael,GBR,8848.0,,
37,37,28.0,Peterborough & Nene Valley AC,1285,M,18-39,Mass,1:12:57,02:27:31,2022,heron,ben,GBR,8851.0,,
38,38,29.0,Blackheath and Bromley Harriers Athletic Club,1309,M,18-39,Mass,1:13:00,02:27:39,2022,barcelli,andrea,ITA,8859.0,,
39,39,3.0,–,611,M,45-49,Mass,1:13:25,02:27:40,2022,penny,blaine,CAN,8860.0,,
40,40,30.0,Buxton AC,1452,M,18-39,Mass,1:12:14,02:27:50,2022,diamond,edward,GBR,8870.0,,
41,41,7.0,–,608,M,40-44,Mass,1:12:00,02:27:51,2022,sato,toyoki,JPN,8871.0,,
30.0,20.0,,–,8.0,M,–,Elite,1:04:53,02:27:59,2022,kowal,yoann,FRA,8879.0,3893.0,
42,42,31.0,Reading AC,1303,M,18-39,Mass,1:13:25,02:28:01,2022,suthon,george,GBR,8881.0,,
43,43,32.0,Aberdeen Amateur Athletic Club,1283,M,18-39,Mass,1:12:12,02:28:03,2022,odentz,aaron,GBR,8883.0,,
44,44,33.0,Shettleston Harriers,1290,M,18-39,Mass,1:14:33,02:28:06,2022,mckelvie,mark,GBR,8886.0,,
45,45,34.0,Dunstable RRC,1291,M,18-39,Mass,1:10:55,02:28:11,2022,elbayan,mohammed,CHA,8891.0,,
46,46,35.0,Southend On Sea AC,1324,M,18-39,Mass,1:12:56,02:28:11,2022,smale,david,GBR,8891.0,,
47,47,36.0,Richmond & Zetland Harriers,1269,M,18-39,Mass,1:11:53,02:28:15,2022,scott,rob,GBR,8895.0,,
48,48,8.0,Huntingdonshire AC,1286,M,40-44,Mass,1:12:41,02:28:17,2022,hudson,david,GBR,8897.0,,
49,49,37.0,Keswick AC,1282,M,18-39,Mass,1:12:29,02:28:25,2022,windley,tristan,GBR,8905.0,,
50,50,38.0,Newham & Essex Beagles AC,1273,M,18-39,Mass,1:12:11,02:28:32,2022,gordon,john,GBR,8912.0,,
51,51,9.0,–,612,M,40-44,Mass,1:14:03,02:28:32,2022,quarta,luca,ITA,8912.0,,
52,52,10.0,–,3739,M,40-44,Mass,1:11:59,02:28:34,2022,alvarez,recio,DOM,8914.0,,
53,53,39.0,Tonbridge AC,1292,M,18-39,Mass,1:13:30,02:28:37,2022,mcclements,neil,GBR,8917.0,,
54,54,40.0,Harrow AC,1348,M,18-39,Mass,1:13:48,02:28:38,2022,lawrence,david,GBR,8918.0,,
55,55,41.0,Tamar Trotters,4363,M,18-39,Mass,1:14:11,02:28:40,2022,landers,jacob,GBR,8920.0,,
56,56,42.0,–,6474,M,18-39,Mass,1:11:24,02:28:48,2022,wat,king long,HKG,8928.0,,
57,57,11.0,Serpentine RC,1341,M,40-44,Mass,1:14:09,02:28:48,2022,greenleaf,andrew,GBR,8928.0,,
58,58,12.0,Morpeth Harriers & AC,1352,M,40-44,Mass,1:13:37,02:28:56,2022,harding,ian,GBR,8936.0,,
59,59,43.0,London Heathside,1375,M,18-39,Mass,1:13:54,02:29:03,2022,barnes,andrew,GBR,8943.0,,
60,60,13.0,Serpentine RC,1281,M,40-44,Mass,1:13:26,02:29:06,2022,besson,nicolas,FRA,8946.0,,
61,61,44.0,Saltaire Striders,1257,M,18-39,Mass,1:13:18,02:29:09,2022,soszka,marcin,POL,8949.0,,
62,62,45.0,Kent AC,1390,M,18-39,Mass,1:13:53,02:29:14,2022,hartley,joe,GBR,8954.0,,
63,63,46.0,Ely Runners,1373,M,18-39,Mass,1:13:19,02:29:20,2022,darby,alan,GBR,8960.0,,
64,64,47.0,RAF Athletics,4223,M,18-39,Mass,1:13:45,02:29:25,2022,goldsworthy,luke,GBR,8965.0,,
65,65,48.0,Meirionnydd Running Club,1307,M,18-39,Mass,1:13:26,02:29:33,2022,roberts,tomos,GBR,8973.0,,
66,66,49.0,Best Athletics,9937,M,18-39,Mass,1:12:08,02:29:34,2022,bruchhausen,chris,RSA,8974.0,,
67,67,50.0,Slaithwaite striders,1293,M,18-39,Mass,1:13:38,02:29:42,2022,hockin,nigel,GBR,8982.0,,
68,68,51.0,Vegan Runners UK,1311,M,18-39,Mass,1:14:45,02:29:43,2022,mcdowell,jasper,GBR,8983.0,,
69,69,52.0,Hart Road Runners,1345,M,18-39,Mass,1:14:21,02:29:47,2022,fawcett,chris,GBR,8987.0,,
70,70,53.0,Chiltern Harriers AC,1316,M,18-39,Mass,1:14:03,02:29:50,2022,davidson,aran,GBR,8990.0,,
71,71,54.0,Fife Athletic Club,1266,M,18-39,Mass,1:11:51,02:29:51,2022,rodgers,lewis,GBR,8991.0,,
72,72,55.0,Lincoln Wellington Athletic Club,1256,M,18-39,Mass,1:10:01,02:29:52,2022,skelly,jordan,GBR,8992.0,,
73,73,56.0,Clapham Chasers,1369,M,18-39,Mass,1:14:00,02:29:53,2022,fairbrother,tom,GBR,8993.0,,
74,74,57.0,London Heathside,1354,M,18-39,Mass,1:14:01,02:29:54,2022,hurrell,james,GBR,8994.0,,
75,75,58.0,South Shields Harriers & AC,4142,M,18-39,Mass,1:14:07,02:29:55,2022,hodgson,adam,GBR,8995.0,,
76,76,14.0,Cambridge Harriers,1330,M,40-44,Mass,1:13:23,02:29:56,2022,macdonald,james,GBR,8996.0,,
77,77,59.0,City of Hull AC,1360,M,18-39,Mass,1:14:10,02:30:00,2022,snow,matthew,GBR,9000.0,,
78,78,60.0,Witham RC,1406,M,18-39,Mass,1:14:02,02:30:02,2022,coates,peter,GBR,9002.0,,
79,79,61.0,City of Stoke AC,5361,M,18-39,Mass,1:11:42,02:30:09,2022,condlyffe,james,GBR,9009.0,,
80,80,4.0,Serpentine RC,1300,M,45-49,Mass,1:13:37,02:30:26,2022,green,will,GBR,9026.0,,
1,1,,,,M,,,,2:01:25,2023,kiptum,kelvin,Kenya,7285.0,,kelvin kiptum
2,2,,,,M,,,,2:04:23,2023,kamworor,geoffrey,Kenya,7463.0,,geoffrey kamworor
3,3,,,,M,,,,2:04:59,2023,tola,tamirat,Ethiopia,7499.0,,tamirat tola
4,4,,,,M,,,,2:05:45,2023,gebresilase,leul,Ethiopia,7545.0,,leul gebresilase
5,5,,,,M,,,,2:06:38,2023,tura,seifu,Ethiopia,7598.0,,seifu tura
6,6,,,,M,,,,2:08:07,2023,cairess,emile,Great Britain,7687.0,,emile cairess
7,7,,,,M,,,,2:10:19,2023,robinson,brett,Australia,7819.0,,brett robinson
8,8,,,,M,,,,2:10:23,2023,sesemann,phil,Great Britain,7823.0,,phil sesemann
9,9,,,,M,,,,2:10:28,2023,farah,sir mo,Great Britain,7828.0,,sir mo farah
10,10,,,,M,,,,2:11:50,2023,thompson,chris,Great Britain,7910.0,,chris thompson
11,11,,,,M,M18-39,,,2:13:18,2023,kawauchi,yuki,Great Britain,7998.0,,yuki kawauchi
14,14,,,,M,,,,2:13:29,2023,caldwell,luke,Great Britain,8009.0,,luke caldwell
12,12,,,,M,,,,2:13:29,2023,lara,frank,USA,8009.0,,frank lara
13,13,,,,M,,,,2:13:29,2023,groschel,tom,Germany,8009.0,,tom groschel
15,15,,,,M,M18-39,,,2:13:39,2023,ward,oliver,Great Britain,8019.0,,oliver ward
16,16,,,,M,M18-39,,,2:15:01,2023,lepretre,alexander,Great Britain,8101.0,,alexander lepretre
17,17,,,,M,M18-39,,,2:15:41,2023,ghebresilasie,weynay,Great Britain,8141.0,,weynay ghebresilasie
18,18,,,,M,,,,2:15:47,2023,connor,ben,Great Britain,8147.0,,ben connor
19,19,,,,M,,,,2:15:47,2023,braden,ross,Great Britain,8147.0,,ross braden
20,20,,,,M,,,,2:16:18,2023,bowker,nicholas,Great Britain,8178.0,,nicholas bowker
21,21,,,,M,,,,2:16:30,2023,milne,alex,Great Britain,8190.0,,alex milne
22,22,,,,M,,,,2:16:51,2023,griffiths,dewi,Great Britain,8211.0,,dewi griffiths
24,23,,,,M,,,,2:18:34,2023,stewart,fraser,Great Britain,8314.0,,fraser stewart
26,24,,,,M,M18-39,,,2:18:38,2023,hoad,james,Great Britain,8318.0,,james hoad
28,25,,,,M,M40-44,,,2:18:41,2023,abdulaziz,ebrahim,Norway,8321.0,,ebrahim abdulaziz
29,26,,,,M,M18-39,,,2:18:47,2023,hogan,sean,Great Britain,8327.0,,sean hogan
32,27,,,,M,,,,2:19:00,2023,richmond,ronnie,Great Britain,8340.0,,ronnie richmond
33,28,,,,M,M18-39,,,2:19:08,2023,cruz,mauricio mendez,Mexico,8348.0,,mauricio mendez cruz
34,29,,,,M,M18-39,,,2:19:22,2023,sandison,charlie,Great Britain,8362.0,,charlie sandison
35,30,,,,M,,,,2:19:25,2023,dickinson,matthew,Great Britain,8365.0,,matthew dickinson
36,31,,,,M,M40-44,,,2:19:28,2023,gilbert,john,Great Britain,8368.0,,john gilbert
37,32,,,,M,M18-39,,,2:20:01,2023,bovingdon,ed,Great Britain,8401.0,,ed bovingdon
38,33,,,,M,M18-39,,,2:20:31,2023,parisi,luca,Italy,8431.0,,luca parisi
41,34,,,,M,M18-39,,,2:21:04,2023,tilley,james,Great Britain,8464.0,,james tilley
42,35,,,,M,M18-39,,,2:21:10,2023,kevern,neil,Great Britain,8470.0,,neil kevern
43,36,,,,M,M18-39,,,2:21:30,2023,bishop,david,Great Britain,8490.0,,david bishop
45,37,,,,M,M18-39,,,2:21:34,2023,rathbun,stephen,USA,8494.0,,stephen rathbun
46,38,,,,M,,,,2:22:00,2023,monroe,alex,USA,8520.0,,alex monroe
47,39,,,,M,M18-39,,,2:22:30,2023,robinson,peter,Great Britain,8550.0,,peter robinson
48,40,,,,M,M18-39,,,2:22:34,2023,blake,stephen,Great Britain,8554.0,,stephen blake
49,41,,,,M,M18-39,,,2:22:43,2023,miell-ingram,alexander,Great Britain,8563.0,,alexander miell-ingram
50,42,,,,M,M18-39,,,2:22:43,2023,aldridge,liam,Great Britain,8563.0,,liam aldridge
51,43,,,,M,M18-39,,,2:22:49,2023,garrod,ollie,Great Britain,8569.0,,ollie garrod
52,44,,,,M,M18-39,,,2:22:51,2023,clarke,will,Great Britain,8571.0,,will clarke
53,45,,,,M,M18-39,,,2:22:54,2023,bromley,jack,Great Britain,8574.0,,jack bromley
54,46,,,,M,M18-39,,,2:22:55,2023,barry,nicholas,Great Britain,8575.0,,nicholas barry
55,47,,,,M,M18-39,,,2:22:56,2023,bagley,daniel,Great Britain,8576.0,,daniel bagley
56,48,,,,M,M18-39,,,2:23:04,2023,sagar,joe,Great Britain,8584.0,,joe sagar
57,49,,,,M,M18-39,,,2:23:10,2023,nicholls,maximilian,Great Britain,8590.0,,maximilian nicholls
58,50,,,,M,M18-39,,,2:23:29,2023,ellis,james,Great Britain,8609.0,,james ellis
59,51,,,,M,M40-44,,,2:23:41,2023,tomlinson,gavin,Great Britain,8621.0,,gavin tomlinson
60,52,,,,M,M18-39,,,2:23:52,2023,collier,jonathan,Great Britain,8632.0,,jonathan collier
62,53,,,,M,M18-39,,,2:24:18,2023,hall,jason,Great Britain,8658.0,,jason hall
63,54,,,,M,M18-39,,,2:24:22,2023,bampton,alex,Great Britain,8662.0,,alex bampton
64,55,,,,M,M18-39,,,2:24:27,2023,mccambridge,conal,Ireland,8667.0,,conal mccambridge
66,56,,,,M,M18-39,,,2:24:30,2023,mctaggart,robert,Great Britain,8670.0,,robert mctaggart
67,57,,,,M,M40-44,,,2:24:31,2023,martin,patrick,Great Britain,8671.0,,patrick martin
68,58,,,,M,,,,2:24:32,2023,earl,nick,Great Britain,8672.0,,nick earl
69,59,,,,M,M18-39,,,2:24:36,2023,varela,angel castro,Spain,8676.0,,angel castro varela
70,60,,,,M,M40-44,,,2:24:38,2023,watson,matthew,Great Britain,8678.0,,matthew watson
71,61,,,,M,M40-44,,,2:24:44,2023,eccles,michael,Great Britain,8684.0,,michael eccles
72,62,,,,M,M18-39,,,2:24:45,2023,smale,david,Great Britain,8685.0,,david smale
73,63,,,,M,M18-39,,,2:24:47,2023,hashi,mohamed,Great Britain,8687.0,,mohamed hashi
74,64,,,,M,M18-39,,,2:25:01,2023,goldsworthy,luke,Great Britain,8701.0,,luke goldsworthy
75,65,,,,M,M18-39,,,2:25:04,2023,mckelvie,mark,Great Britain,8704.0,,mark mckelvie
76,66,,,,M,M18-39,,,2:25:12,2023,hensley,matt,USA,8712.0,,matt hensley
77,67,,,,M,M18-39,,,2:25:23,2023,davies,lee,Great Britain,8723.0,,lee davies
78,68,,,,M,M18-39,,,2:25:27,2023,macdonald,ruairidh,Great Britain,8727.0,,ruairidh macdonald
79,69,,,,M,M18-39,,,2:25:49,2023,job,callum,Great Britain,8749.0,,callum job
80,70,,,,M,M18-39,,,2:25:53,2023,slemeck,frederick,Great Britain,8753.0,,frederick slemeck
81,71,,,,M,M18-39,,,2:25:54,2023,jinks,samuel,Great Britain,8754.0,,samuel jinks
83,72,,,,M,M18-39,,,2:25:59,2023,doherty,rhys,Great Britain,8759.0,,rhys doherty
84,73,,,,M,M18-39,,,2:26:07,2023,speed,mathew,Great Britain,8767.0,,mathew speed
